מספר_הזמנה,תאריך,שנה,חודש,יום_בשבוע,עונה,חג,רשת,עיר,אזור,קטגוריה,תת_קטגוריה,מוצר,כמות,מחיר_יחידה,הנחה_אחוז,מכירות_ש,רווח_ש,אחוז_רווח
IL-01151,2023-04-08,2023,4,שבת,אביב,,חצי חינם,אשדוד,דרום,בית וגן,גינה,עציץ קרמיקה,2,39.2,0.2,78.4,22.54,28.7
IL-01152,2024-03-19,2024,3,שלישי,אביב,,מגה,תל אביב,מרכז,בריאות ויופי,תרופות OTC,אספירין,6,12.66,0.15,75.96,25.1,33.0
IL-01153,2023-06-21,2023,6,רביעי,קיץ,,ויקטורי,נהריה,צפון,ביגוד והנעלה,גברים,תחתון כותנה,4,37.05,0.05,148.2,48.85,33.0
IL-01154,2022-02-21,2022,2,שני,חורף,,יינות ביתן,נהריה,צפון,ביגוד והנעלה,אביזרים,חגורת עור,2,75.65,0.15,151.3,54.01,35.7
IL-01155,2024-08-08,2024,8,חמישי,קיץ,,חצי חינם,הרצליה,שרון,ביגוד והנעלה,הנעלה,נייקי אייר,3,399.0,0.0,1197.0,429.47,35.9
IL-01156,2022-03-18,2022,3,שישי,אביב,,ויקטורי,בני ברק,מרכז,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,3,6.55,0.05,19.65,1.94,9.9
IL-01157,2024-07-18,2024,7,חמישי,קיץ,,חצי חינם,ירושלים,ירושלים,בריאות ויופי,ויטמינים,ויטמין D3,3,41.8,0.05,125.4,47.15,37.6
IL-01158,2022-07-22,2022,7,שישי,קיץ,,ויקטורי,נתניה,שרון,בריאות ויופי,ויטמינים,מגנזיום,1,41.65,0.15,41.65,13.92,33.4
IL-01159,2024-01-29,2024,1,שני,חורף,,ויקטורי,חולון,מרכז,בית וגן,סלון,שולחן קפה,2,339.15,0.15,678.3,165.68,24.4
IL-01160,2024-01-23,2024,1,שלישי,חורף,,חצי חינם,נצרת,צפון,ביגוד והנעלה,גברים,מכנסי ג'ינס,5,199.0,0.0,995.0,367.85,37.0
IL-01161,2022-09-08,2022,9,חמישי,סתיו,,ויקטורי,נתניה,שרון,מזון ומשקאות,משקאות,קוקה קולה 1.5L,1,7.9,0.0,7.9,0.72,9.1
IL-01162,2023-11-15,2023,11,רביעי,חורף,,רמי לוי,חולון,מרכז,בריאות ויופי,קוסמטיקה,קרם לחות SPF,4,62.1,0.1,248.4,85.35,34.4
IL-01163,2023-03-19,2023,3,ראשון,אביב,,רמי לוי,נתניה,שרון,ביגוד והנעלה,נשים,מכנסי ספורט,1,129.0,0.0,129.0,49.63,38.5
IL-01164,2022-10-24,2022,10,שני,סתיו,,יינות ביתן,פתח תקווה,מרכז,ביגוד והנעלה,נשים,שמלת קיץ,1,149.0,0.0,149.0,48.48,32.5
IL-01165,2022-01-31,2022,1,שני,חורף,,רמי לוי,ירושלים,ירושלים,בריאות ויופי,היגיינה,שמפו Head&Shoulders,3,29.9,0.0,89.7,31.3,34.9
IL-01166,2022-04-18,2022,4,שני,אביב,,חצי חינם,פתח תקווה,מרכז,בית וגן,גינה,זרנוק גינה,2,84.55,0.05,169.1,49.44,29.2
IL-01167,2024-07-07,2024,7,ראשון,קיץ,,מגה,אשקלון,דרום,בריאות ויופי,תרופות OTC,אספירין,4,13.41,0.1,53.64,18.49,34.5
IL-01168,2022-03-30,2022,3,רביעי,אביב,,חצי חינם,אשדוד,דרום,בריאות ויופי,היגיינה,דאודורנט Rexona,1,19.9,0.0,19.9,7.5,37.7
IL-01169,2024-09-07,2024,9,שבת,סתיו,,חצי חינם,בית שמש,ירושלים,מזון ומשקאות,פירות וירקות,"בננות ק""ג",8,6.9,0.0,55.2,6.22,11.3
IL-01170,2022-06-15,2022,6,רביעי,קיץ,,יינות ביתן,ירושלים,ירושלים,אלקטרוניקה,טלפונים,iPhone 15,5,3599.1,0.1,17995.5,2832.27,15.7
IL-01171,2024-12-22,2024,12,ראשון,חורף,,ויקטורי,בני ברק,מרכז,בריאות ויופי,ויטמינים,ויטמין C 1000,2,31.2,0.2,62.4,18.3,29.3
IL-01172,2023-03-17,2023,3,שישי,אביב,,ויקטורי,בית שמש,ירושלים,אלקטרוניקה,טלוויזיות,"LG 50""",8,2184.05,0.05,17472.4,2717.41,15.6
IL-01173,2024-05-01,2024,5,רביעי,אביב,,שופרסל,אשדוד,דרום,ביגוד והנעלה,הנעלה,סנדלי נוחות,5,199.0,0.0,995.0,345.95,34.8
IL-01174,2022-11-09,2022,11,רביעי,חורף,,ויקטורי,באר שבע,דרום,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,2,6.55,0.05,13.1,1.71,13.1
IL-01175,2022-07-17,2022,7,ראשון,קיץ,,חצי חינם,אשדוד,דרום,ביגוד והנעלה,נשים,מכנסי ספורט,1,116.1,0.1,116.1,41.6,35.8
IL-01176,2023-11-07,2023,11,שלישי,חורף,,שופרסל,באר שבע,דרום,בית וגן,שינה,ציפית,7,23.2,0.2,162.4,49.5,30.5
IL-01177,2022-04-16,2022,4,שבת,אביב,,מגה,נהריה,צפון,ביגוד והנעלה,גברים,תחתון כותנה,4,39.0,0.0,156.0,54.66,35.0
IL-01178,2022-08-10,2022,8,רביעי,קיץ,,יינות ביתן,ירושלים,ירושלים,ביגוד והנעלה,גברים,מכנסי ג'ינס,4,159.2,0.2,636.8,250.65,39.4
IL-01179,2024-05-28,2024,5,שלישי,אביב,,יינות ביתן,נתניה,שרון,בריאות ויופי,תרופות OTC,וויקס,5,24.9,0.0,124.5,38.85,31.2
IL-01180,2023-01-05,2023,1,חמישי,חורף,,חצי חינם,בני ברק,מרכז,ביגוד והנעלה,ילדים,נעלי ילדים,1,119.0,0.0,119.0,51.36,43.2
IL-01181,2022-10-21,2022,10,שישי,סתיו,,חצי חינם,נהריה,צפון,בית וגן,מטבח,סיר נירוסטה,1,149.0,0.0,149.0,44.52,29.9
IL-01182,2024-12-22,2024,12,ראשון,חורף,,ויקטורי,חולון,מרכז,בית וגן,ניקיון,מגב רצפה,3,39.0,0.0,117.0,29.75,25.4
IL-01183,2023-10-01,2023,10,ראשון,סתיו,,מגה,אשדוד,דרום,בריאות ויופי,תרופות OTC,אקמול 500מג,3,18.9,0.0,56.7,16.32,28.8
IL-01184,2022-04-12,2022,4,שלישי,אביב,פסח,שופרסל,באר שבע,דרום,ביגוד והנעלה,הנעלה,נעלי עבודה,7,477.09,0.05,3339.63,1217.21,36.4
IL-01185,2024-06-24,2024,6,שני,קיץ,,מגה,בית שמש,ירושלים,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,6,84.55,0.05,507.3,87.91,17.3
IL-01186,2022-08-16,2022,8,שלישי,קיץ,,חצי חינם,בני ברק,מרכז,בריאות ויופי,ויטמינים,ויטמין D3,5,44.0,0.0,220.0,75.11,34.1
IL-01187,2023-03-28,2023,3,שלישי,אביב,,יינות ביתן,בית שמש,ירושלים,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,5,6.9,0.0,34.5,4.63,13.4
IL-01188,2022-10-09,2022,10,ראשון,סתיו,סוכות,מגה,אשקלון,דרום,ביגוד והנעלה,ילדים,חליפת תינוק,1,120.08,0.05,120.08,41.77,34.8
IL-01189,2024-05-31,2024,5,שישי,אביב,,רמי לוי,פתח תקווה,מרכז,בית וגן,גינה,אדמת גינה,4,26.1,0.1,104.4,26.58,25.5
IL-01190,2023-12-27,2023,12,רביעי,חורף,,ויקטורי,ראשון לציון,מרכז,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",8,7.9,0.0,63.2,4.71,7.5
IL-01191,2024-04-08,2024,4,שני,אביב,,חצי חינם,אשדוד,דרום,בית וגן,שינה,כרית שינה,7,89.0,0.0,623.0,166.09,26.7
IL-01192,2024-07-31,2024,7,רביעי,קיץ,,חצי חינם,נתניה,שרון,ביגוד והנעלה,גברים,מכנסי ג'ינס,2,199.0,0.0,398.0,149.53,37.6
IL-01193,2024-06-11,2024,6,שלישי,קיץ,,ויקטורי,נהריה,צפון,בריאות ויופי,תרופות OTC,אספירין,5,12.66,0.15,63.3,20.66,32.6
IL-01194,2023-11-27,2023,11,שני,חורף,,מגה,חולון,מרכז,אלקטרוניקה,טלפונים,Xiaomi 13,2,1349.1,0.1,2698.2,384.84,14.3
IL-01195,2024-11-10,2024,11,ראשון,חורף,,מגה,חולון,מרכז,ביגוד והנעלה,נשים,שמלת קיץ,2,149.0,0.0,298.0,105.85,35.5
IL-01196,2023-06-09,2023,6,שישי,קיץ,,רמי לוי,חולון,מרכז,בריאות ויופי,קוסמטיקה,פאודר פנים,2,89.0,0.0,178.0,59.02,33.2
IL-01197,2024-10-08,2024,10,שלישי,סתיו,,יינות ביתן,חיפה,צפון,בריאות ויופי,ויטמינים,ויטמין D3,6,35.2,0.2,211.2,61.98,29.3
IL-01198,2023-10-10,2023,10,שלישי,סתיו,,ויקטורי,פתח תקווה,מרכז,מזון ומשקאות,פירות וירקות,"תפוחים ק""ג",5,9.52,0.2,47.6,5.93,12.5
IL-01199,2023-07-17,2023,7,שני,קיץ,,שופרסל,נהריה,צפון,ביגוד והנעלה,אביזרים,חגורת עור,5,84.55,0.05,422.75,148.7,35.2
IL-01200,2024-07-14,2024,7,ראשון,קיץ,,שופרסל,תל אביב,מרכז,ביגוד והנעלה,ילדים,חליפת תינוק,2,71.1,0.1,142.2,44.89,31.6
IL-01201,2024-11-04,2024,11,שני,חורף,,ויקטורי,בית שמש,ירושלים,בריאות ויופי,תרופות OTC,אספירין,4,14.9,0.0,59.6,19.71,33.1
IL-01202,2024-09-01,2024,9,ראשון,סתיו,,רמי לוי,נצרת,צפון,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",6,6.71,0.15,40.26,5.51,13.7
IL-01204,2024-12-09,2024,12,שני,חורף,,יינות ביתן,נצרת,צפון,אלקטרוניקה,אוזניות,Sony WH-1000,5,854.05,0.05,4270.25,903.64,21.2
IL-01205,2024-04-17,2024,4,רביעי,אביב,,מגה,אשקלון,דרום,בריאות ויופי,תרופות OTC,וויקס,6,24.9,0.0,149.4,41.63,27.9
IL-01206,2023-11-07,2023,11,שלישי,חורף,,יינות ביתן,ראשון לציון,מרכז,בית וגן,שינה,שמיכת קיץ,3,149.0,0.0,447.0,112.58,25.2
IL-01207,2022-06-16,2022,6,חמישי,קיץ,,חצי חינם,נהריה,צפון,אלקטרוניקה,אוזניות,Sony WH-1000,7,899.0,0.0,6293.0,1229.97,19.5
IL-01208,2022-06-23,2022,6,חמישי,קיץ,,יינות ביתן,בני ברק,מרכז,בית וגן,שינה,כרית שינה,2,75.65,0.15,151.3,44.7,29.5
IL-01209,2024-05-17,2024,5,שישי,אביב,,מגה,נצרת,צפון,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",3,52.9,0.0,158.7,21.5,13.5
IL-01210,2023-12-01,2023,12,שישי,חורף,,ויקטורי,אשקלון,דרום,אלקטרוניקה,מחשבים,לפטופ Lenovo,3,2999.0,0.0,8997.0,2659.35,29.6
IL-01211,2023-08-29,2023,8,שלישי,קיץ,,שופרסל,נתניה,שרון,בריאות ויופי,תרופות OTC,וויקס,6,19.92,0.2,119.52,40.29,33.7
IL-01212,2022-09-26,2022,9,שני,סתיו,ראש השנה,ויקטורי,נהריה,צפון,אלקטרוניקה,מחשבים,לפטופ Lenovo,3,5608.13,0.15,16824.39,3601.55,21.4
IL-01213,2024-01-17,2024,1,רביעי,חורף,,חצי חינם,באר שבע,דרום,אלקטרוניקה,טלוויזיות,"TCL 43""",5,1039.2,0.2,5196.0,1083.99,20.9
IL-01214,2024-07-08,2024,7,שני,קיץ,,יינות ביתן,חולון,מרכז,אלקטרוניקה,אוזניות,Sony WH-1000,4,899.0,0.0,3596.0,717.55,20.0
IL-01215,2024-06-21,2024,6,שישי,קיץ,,מגה,חיפה,צפון,בית וגן,גינה,אדמת גינה,7,29.0,0.0,203.0,54.92,27.1
IL-01216,2023-02-13,2023,2,שני,חורף,,יינות ביתן,אשקלון,דרום,אלקטרוניקה,אוזניות,AirPods,8,559.2,0.2,4473.6,907.11,20.3
IL-01217,2024-01-31,2024,1,רביעי,חורף,,שופרסל,נצרת,צפון,בריאות ויופי,תרופות OTC,אספירין,2,11.92,0.2,23.84,7.08,29.7
IL-01218,2022-11-25,2022,11,שישי,חורף,,ויקטורי,בני ברק,מרכז,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,2,49.0,0.0,98.0,30.66,31.3
IL-01219,2024-07-12,2024,7,שישי,קיץ,,מגה,הרצליה,שרון,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",7,7.11,0.1,49.77,5.25,10.5
IL-01220,2024-02-05,2024,2,שני,חורף,,ויקטורי,חולון,מרכז,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",1,38.9,0.0,38.9,4.76,12.2
IL-01221,2022-07-22,2022,7,שישי,קיץ,,חצי חינם,נתניה,שרון,ביגוד והנעלה,נשים,שמלת קיץ,1,149.0,0.0,149.0,62.5,41.9
IL-01222,2024-08-25,2024,8,ראשון,קיץ,,רמי לוי,אשדוד,דרום,בית וגן,ניקיון,שואב אבק,1,399.0,0.0,399.0,89.37,22.4
IL-01223,2022-02-08,2022,2,שלישי,חורף,,רמי לוי,בני ברק,מרכז,אלקטרוניקה,מטעני חשמל,סוללה ניידת,7,149.0,0.0,1043.0,209.21,20.1
IL-01224,2023-08-14,2023,8,שני,קיץ,,מגה,חולון,מרכז,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,7,5.87,0.15,41.09,2.94,7.2
IL-01225,2024-07-25,2024,7,חמישי,קיץ,,שופרסל,ראשון לציון,מרכז,בית וגן,גינה,אדמת גינה,1,24.65,0.15,24.65,6.55,26.6
IL-01226,2024-11-21,2024,11,חמישי,חורף,,רמי לוי,נהריה,צפון,אלקטרוניקה,אוזניות,Sony WH-1000,1,809.1,0.1,809.1,172.07,21.3
IL-01227,2023-12-24,2023,12,ראשון,חורף,,יינות ביתן,חולון,מרכז,בית וגן,סלון,מנורת שולחן,2,116.1,0.1,232.2,65.46,28.2
IL-01228,2024-01-09,2024,1,שלישי,חורף,,יינות ביתן,ראשון לציון,מרכז,בריאות ויופי,תרופות OTC,אספירין,8,14.9,0.0,119.2,34.29,28.8
IL-01229,2024-03-03,2024,3,ראשון,אביב,,מגה,ירושלים,ירושלים,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",6,38.9,0.0,233.4,23.0,9.9
IL-01230,2022-08-01,2022,8,שני,קיץ,,יינות ביתן,אשקלון,דרום,ביגוד והנעלה,נשים,שמלת קיץ,6,134.1,0.1,804.6,298.01,37.0
IL-01231,2023-11-25,2023,11,שבת,חורף,,חצי חינם,פתח תקווה,מרכז,בית וגן,ניקיון,שואב אבק,3,319.2,0.2,957.6,247.15,25.8
IL-01232,2024-07-26,2024,7,שישי,קיץ,,מגה,תל אביב,מרכז,אלקטרוניקה,טלפונים,iPhone 15,1,3999.0,0.0,3999.0,745.79,18.6
IL-01233,2023-09-28,2023,9,חמישי,סתיו,,ויקטורי,נצרת,צפון,בריאות ויופי,ויטמינים,מגנזיום,1,39.2,0.2,39.2,12.6,32.1
IL-01234,2023-01-27,2023,1,שישי,חורף,,מגה,בני ברק,מרכז,מזון ומשקאות,משקאות,מים נביעות 6פ',5,14.9,0.0,74.5,7.48,10.0
IL-01235,2024-01-24,2024,1,רביעי,חורף,,ויקטורי,בית שמש,ירושלים,בית וגן,ניקיון,מגב רצפה,3,37.05,0.05,111.15,38.27,34.4
IL-01236,2024-10-15,2024,10,שלישי,סתיו,,יינות ביתן,ירושלים,ירושלים,ביגוד והנעלה,גברים,תחתון כותנה,7,39.0,0.0,273.0,100.74,36.9
IL-01237,2024-05-31,2024,5,שישי,אביב,,רמי לוי,נהריה,צפון,בריאות ויופי,היגיינה,דאודורנט Rexona,2,19.9,0.0,39.8,10.32,25.9
IL-01238,2023-11-03,2023,11,שישי,חורף,,מגה,באר שבע,דרום,ביגוד והנעלה,הנעלה,נעלי עבודה,7,279.0,0.0,1953.0,694.47,35.6
IL-01239,2024-06-28,2024,6,שישי,קיץ,,ויקטורי,ירושלים,ירושלים,מזון ומשקאות,משקאות,מים נביעות 6פ',7,14.9,0.0,104.3,10.45,10.0
IL-01240,2022-04-28,2022,4,חמישי,אביב,,חצי חינם,ראשון לציון,מרכז,בית וגן,שינה,ציפית,3,29.0,0.0,87.0,26.58,30.6
IL-01241,2022-10-20,2022,10,חמישי,סתיו,,יינות ביתן,נתניה,שרון,בית וגן,מטבח,סיר נירוסטה,2,149.0,0.0,298.0,76.35,25.6
IL-01242,2024-01-21,2024,1,ראשון,חורף,,ויקטורי,ירושלים,ירושלים,בריאות ויופי,תרופות OTC,וויקס,3,21.16,0.15,63.48,20.1,31.7
IL-01243,2024-07-10,2024,7,רביעי,קיץ,,מגה,ירושלים,ירושלים,בית וגן,מטבח,בלנדר ידני,3,62.1,0.1,186.3,54.99,29.5
IL-01244,2024-01-22,2024,1,שני,חורף,,מגה,בית שמש,ירושלים,ביגוד והנעלה,נשים,שמלת קיץ,1,126.65,0.15,126.65,47.62,37.6
IL-01245,2023-01-17,2023,1,שלישי,חורף,,יינות ביתן,חיפה,צפון,בית וגן,גינה,זרנוק גינה,5,71.2,0.2,356.0,86.86,24.4
IL-01246,2023-06-18,2023,6,ראשון,קיץ,,ויקטורי,אשדוד,דרום,אלקטרוניקה,מטעני חשמל,כבל Lightning,8,49.0,0.0,392.0,66.63,17.0
IL-01247,2022-09-09,2022,9,שישי,סתיו,,שופרסל,פתח תקווה,מרכז,בית וגן,סלון,מנורת שולחן,8,129.0,0.0,1032.0,274.26,26.6
IL-01248,2023-10-17,2023,10,שלישי,סתיו,,מגה,באר שבע,דרום,מזון ומשקאות,חטיפים,דיאגו,5,9.9,0.0,49.5,4.97,10.0
IL-01249,2022-12-23,2022,12,שישי,חורף,,מגה,אשקלון,דרום,בריאות ויופי,קוסמטיקה,קרם לחות SPF,4,55.2,0.2,220.8,82.35,37.3
IL-01250,2022-10-12,2022,10,רביעי,סתיו,,ויקטורי,חולון,מרכז,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",6,23.65,0.05,141.9,18.75,13.2
IL-01251,2022-09-23,2022,9,שישי,סתיו,,שופרסל,נהריה,צפון,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",8,47.61,0.1,380.88,31.3,8.2
IL-01252,2024-04-21,2024,4,ראשון,אביב,,ויקטורי,אשקלון,דרום,בריאות ויופי,תרופות OTC,אקמול 500מג,6,16.06,0.15,96.36,33.49,34.8
IL-01253,2022-06-01,2022,6,רביעי,קיץ,,ויקטורי,חיפה,צפון,בריאות ויופי,היגיינה,שמפו Head&Shoulders,3,23.92,0.2,71.76,27.53,38.4
IL-01254,2022-09-22,2022,9,חמישי,סתיו,,יינות ביתן,בית שמש,ירושלים,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,3,4.5,0.0,13.5,2.04,15.1
IL-01255,2022-12-04,2022,12,ראשון,חורף,,מגה,פתח תקווה,מרכז,אלקטרוניקה,אוזניות,JBL Tune,5,239.2,0.2,1196.0,160.77,13.4
IL-01256,2023-07-17,2023,7,שני,קיץ,,חצי חינם,פתח תקווה,מרכז,ביגוד והנעלה,אביזרים,ארנק עור,2,134.1,0.1,268.2,89.97,33.5
IL-01257,2022-12-12,2022,12,שני,חורף,,יינות ביתן,נהריה,צפון,אלקטרוניקה,מחשבים,טאבלט iPad,6,1999.2,0.2,11995.2,2615.04,21.8
IL-01258,2022-03-26,2022,3,שבת,אביב,,שופרסל,תל אביב,מרכז,מזון ומשקאות,משקאות,מיץ טבעי,5,10.96,0.15,54.8,5.41,9.9
IL-01259,2023-03-08,2023,3,רביעי,אביב,,יינות ביתן,אשקלון,דרום,בית וגן,גינה,אדמת גינה,1,27.55,0.05,27.55,8.08,29.3
IL-01260,2023-08-17,2023,8,חמישי,קיץ,,מגה,באר שבע,דרום,בית וגן,סלון,מנורת שולחן,7,129.0,0.0,903.0,273.82,30.3
IL-01261,2024-07-17,2024,7,רביעי,קיץ,,חצי חינם,ראשון לציון,מרכז,מזון ומשקאות,לחם ומאפים,חלה גדולה,7,14.15,0.05,99.05,9.13,9.2
IL-01262,2024-08-09,2024,8,שישי,קיץ,,מגה,חולון,מרכז,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,6,41.65,0.15,249.9,79.52,31.8
IL-01263,2023-12-09,2023,12,שבת,חורף,,מגה,פתח תקווה,מרכז,בריאות ויופי,תרופות OTC,אספירין,4,14.15,0.05,56.6,12.61,22.3
IL-01264,2022-09-08,2022,9,חמישי,סתיו,,ויקטורי,בני ברק,מרכז,אלקטרוניקה,מחשבים,לפטופ Lenovo,1,2999.0,0.0,2999.0,447.66,14.9
IL-01265,2024-02-26,2024,2,שני,חורף,,יינות ביתן,נתניה,שרון,בית וגן,סלון,כרית נוי,6,53.1,0.1,318.6,86.79,27.2
IL-01266,2023-10-03,2023,10,שלישי,סתיו,,רמי לוי,חולון,מרכז,בית וגן,גינה,עציץ קרמיקה,8,49.0,0.0,392.0,95.09,24.3
IL-01267,2024-10-15,2024,10,שלישי,סתיו,,שופרסל,תל אביב,מרכז,בית וגן,גינה,עציץ קרמיקה,4,49.0,0.0,196.0,64.48,32.9
IL-01268,2023-12-24,2023,12,ראשון,חורף,,שופרסל,תל אביב,מרכז,ביגוד והנעלה,הנעלה,נעלי עבודה,8,279.0,0.0,2232.0,685.44,30.7
IL-01269,2022-01-17,2022,1,שני,חורף,,שופרסל,נתניה,שרון,בית וגן,סלון,שולחן קפה,6,319.2,0.2,1915.2,510.97,26.7
IL-01270,2024-04-05,2024,4,שישי,אביב,פסח,שופרסל,ירושלים,ירושלים,בית וגן,מטבח,בלנדר ידני,4,172.5,0.0,690.0,195.91,28.4
IL-01271,2023-08-15,2023,8,שלישי,קיץ,,ויקטורי,ראשון לציון,מרכז,בריאות ויופי,ויטמינים,ויטמין D3,5,35.2,0.2,176.0,63.93,36.3
